,id,datetime,obs_dt,phone_number,arrival_hydrophone,relative_depth,depth,max_amp,second_hydrophone,t1,t2,origin_time
837,837,18093.93616292823,2019-07-16T22:28:04.447000Z,5,h5,8.75,318.75,1.0430060714608846,h6,0.2,0.23,2019-07-16T22:28:04.442000Z
838,838,18093.93647140045,2019-07-16T22:28:31.316000Z,5,h5,35.0,275.0,0.3743496646753382,h4,0.013,0.013,2019-07-16T22:28:31.296000Z
839,839,18093.936477280084,2019-07-16T22:28:31.680000Z,5,h5,-2.625000000000007,237.375,0.8889628130314777,h4,0.2,0.157,2019-07-16T22:28:31.681500Z
840,840,18093.93647728008,2019-07-16T22:28:31.758000Z,5,h5,7.875,247.875,0.8889628130314777,h4,0.11,0.079,2019-07-16T22:28:31.753500Z
841,841,18093.936484907394,2019-07-16T22:28:32.097000Z,5,h5,210.875,450.875,0.4605258128900176,h4,0.198,0.399,2019-07-16T22:28:31.976500Z
842,842,18093.937267905083,2019-07-16T22:29:39.931000Z,5,h5,21.000000000000014,331.0,0.7518772311232933,h6,0.2,0.216,2019-07-16T22:29:39.919000Z
843,843,18093.93770675925,2019-07-16T22:30:17.855000Z,5,h5,25.375000000000014,335.375,1.5012857411629439,h6,0.198,0.209,2019-07-16T22:30:17.840500Z
844,844,18093.93774562499,2019-07-16T22:30:21.214000Z,5,h5,26.250000000000014,336.25,0.9160703137626982,h6,0.198,0.208,2019-07-16T22:30:21.199000Z
845,845,18093.93815025462,2019-07-16T22:30:56.177000Z,5,h5,30.62500000000002,340.625,1.3881449927466172,h6,0.2,0.205,2019-07-16T22:30:56.159500Z
846,846,18093.939443101837,2019-07-16T22:32:47.895000Z,5,h5,42.87500000000001,352.875,0.8071533715480592,h6,0.198,0.189,2019-07-16T22:32:47.870500Z
847,847,18093.9397114699,2019-07-16T22:33:11.084000Z,5,h5,44.62500000000001,354.625,0.4293061066406402,h6,0.198,0.187,2019-07-16T22:33:11.058500Z
848,848,18093.93972185184,2019-07-16T22:33:11.980000Z,5,h5,45.50000000000001,355.5,0.5177191193261305,h6,0.2,0.188,2019-07-16T22:33:11.954000Z
849,849,18093.939748078694,2019-07-16T22:33:14.246000Z,5,h5,45.50000000000001,355.5,0.5851206054483675,h6,0.2,0.188,2019-07-16T22:33:14.220000Z
850,850,18093.93975011573,2019-07-16T22:33:14.424000Z,5,h5,44.62500000000001,354.625,0.5851206054483675,h6,0.197,0.186,2019-07-16T22:33:14.398500Z
851,851,18093.940987256934,2019-07-16T22:35:01.300000Z,5,h5,35.0,275.0,0.7085806053328623,h4,0.199,0.199,2019-07-16T22:35:01.280000Z
852,852,18093.958043912025,2019-07-16T22:59:34.954000Z,5,h5,0.8749999999999929,240.875,0.5702196935324079,h4,0.199,0.16,2019-07-16T22:59:34.953500Z
853,853,18093.96040631943,2019-07-16T23:02:59.064000Z,5,h5,0.8749999999999929,240.875,0.668150152174733,h4,0.198,0.159,2019-07-16T23:02:59.063500Z
854,854,18093.96281796295,2019-07-16T23:06:27.432000Z,5,h5,9.625,249.625,0.843820690022792,h4,0.198,0.169,2019-07-16T23:06:27.426500Z
855,855,18093.962830949065,2019-07-16T23:06:28.552000Z,5,h5,9.625,249.625,0.6899381841056914,h4,0.198,0.169,2019-07-16T23:06:28.546500Z
856,856,18093.96295434027,2019-07-16T23:06:39.213000Z,5,h5,10.500000000000004,250.5,0.6539353217364481,h4,0.198,0.17,2019-07-16T23:06:39.207000Z
857,857,18093.963117291656,2019-07-16T23:06:53.294000Z,5,h5,9.625,249.625,0.5840683106814237,h4,0.2,0.171,2019-07-16T23:06:53.288500Z
858,858,18093.96314839119,2019-07-16T23:06:55.981000Z,5,h5,10.500000000000004,250.5,0.6257898686201384,h4,0.199,0.171,2019-07-16T23:06:55.975000Z
859,859,18093.96390593749,2019-07-16T23:08:01.433000Z,5,h5,15.749999999999982,255.74999999999997,0.5543078317433175,h4,0.198,0.176,2019-07-16T23:08:01.424000Z
860,860,18093.96391804397,2019-07-16T23:08:02.480000Z,5,h5,14.874999999999982,254.87499999999997,0.8906045161184242,h4,0.198,0.175,2019-07-16T23:08:02.471500Z
861,861,18093.964249027766,2019-07-16T23:08:31.076000Z,5,h5,15.749999999999982,255.74999999999997,0.6017896245978309,h4,0.2,0.178,2019-07-16T23:08:31.067000Z
862,862,18093.964260763878,2019-07-16T23:08:32.258000Z,5,h5,-1.749999999999993,308.25,0.557588662719407,h6,0.03,0.072,2019-07-16T23:08:32.259000Z
863,863,18093.964298344894,2019-07-16T23:08:35.338000Z,5,h5,16.624999999999982,256.625,0.5906885170290254,h4,0.198,0.177,2019-07-16T23:08:35.328500Z
864,864,18093.964326979156,2019-07-16T23:08:37.811000Z,5,h5,17.499999999999986,257.5,0.580980530894368,h4,0.198,0.178,2019-07-16T23:08:37.801000Z
865,865,18093.96434277777,2019-07-16T23:08:39.176000Z,5,h5,17.499999999999986,257.5,0.5089963787859562,h4,0.198,0.178,2019-07-16T23:08:39.166000Z
866,866,18093.964384120358,2019-07-16T23:08:42.748000Z,5,h5,18.374999999999986,258.375,0.7624437892223733,h4,0.198,0.179,2019-07-16T23:08:42.737500Z
867,867,18093.964436562488,2019-07-16T23:08:47.279000Z,5,h5,17.499999999999986,257.5,0.5744937153666374,h4,0.199,0.179,2019-07-16T23:08:47.269000Z
868,868,18093.965659768506,2019-07-16T23:10:32.965000Z,5,h5,24.499999999999993,264.5,0.5540468507198766,h4,0.198,0.186,2019-07-16T23:10:32.951000Z
869,869,18093.96568812499,2019-07-16T23:10:35.414000Z,5,h5,24.499999999999993,264.5,0.4414708357046994,h4,0.198,0.186,2019-07-16T23:10:35.400000Z
870,870,18093.966733541656,2019-07-16T23:12:05.738000Z,5,h5,30.624999999999996,270.625,0.5199009366430227,h4,0.198,0.193,2019-07-16T23:12:05.720500Z
871,871,18093.96673809027,2019-07-16T23:12:06.131000Z,5,h5,30.624999999999996,270.625,0.6062559079366475,h4,0.198,0.193,2019-07-16T23:12:06.113500Z
872,872,18093.96674347221,2019-07-16T23:12:06.596000Z,5,h5,29.749999999999996,269.75,0.6552067044633345,h4,0.198,0.192,2019-07-16T23:12:06.579000Z
873,873,18093.966777372672,2019-07-16T23:12:09.530000Z,5,h5,30.624999999999996,270.625,0.5006936722160197,h4,0.193,0.188,2019-07-16T23:12:09.512500Z
874,874,18093.966783969896,2019-07-16T23:12:10.095000Z,5,h5,30.624999999999996,270.625,0.6131152782849325,h4,0.198,0.193,2019-07-16T23:12:10.077500Z
875,875,18093.96679552082,2019-07-16T23:12:11.093000Z,5,h5,30.624999999999996,270.625,0.919524892784392,h4,0.198,0.193,2019-07-16T23:12:11.075500Z
876,876,18093.966800474525,2019-07-16T23:12:11.522000Z,5,h5,30.624999999999996,270.625,0.6618835805470472,h4,0.197,0.192,2019-07-16T23:12:11.504500Z
877,877,18093.966857824063,2019-07-16T23:12:16.476000Z,5,h5,30.624999999999996,270.625,0.5088647738589464,h4,0.198,0.193,2019-07-16T23:12:16.458500Z
878,878,18093.966861423603,2019-07-16T23:12:16.785000Z,5,h5,30.624999999999996,270.625,0.6818359553911111,h4,0.2,0.195,2019-07-16T23:12:16.767500Z
879,879,18093.966864953694,2019-07-16T23:12:17.092000Z,5,h5,29.749999999999996,269.75,0.6444704860987991,h4,0.2,0.194,2019-07-16T23:12:17.075000Z
880,880,18093.966869247673,2019-07-16T23:12:17.464000Z,5,h5,30.624999999999996,270.625,1.417367723968436,h4,0.198,0.193,2019-07-16T23:12:17.446500Z
881,881,18093.966876076378,2019-07-16T23:12:18.053000Z,5,h5,32.375,272.375,0.7639670697118986,h4,0.198,0.195,2019-07-16T23:12:18.034500Z
882,882,18093.966876076378,2019-07-16T23:12:18.229000Z,5,h5,-1.75,308.25,0.7639670697118986,h6,0.022,0.064,2019-07-16T23:12:18.230000Z
883,883,18093.966883796285,2019-07-16T23:12:18.720000Z,5,h5,31.499999999999996,271.5,1.2422043838564716,h4,0.198,0.194,2019-07-16T23:12:18.702000Z
884,884,18093.967030995358,2019-07-16T23:12:31.437000Z,5,h5,31.499999999999996,271.5,0.7621842006770987,h4,0.2,0.196,2019-07-16T23:12:31.419000Z
885,885,18093.967035891194,2019-07-16T23:12:31.861000Z,5,h5,31.499999999999996,271.5,0.6109382321459391,h4,0.075,0.071,2019-07-16T23:12:31.843000Z
886,886,18093.967046805545,2019-07-16T23:12:32.802000Z,5,h5,31.499999999999996,271.5,0.8994214769980565,h4,0.2,0.196,2019-07-16T23:12:32.784000Z
887,887,18093.96704679397,2019-07-16T23:12:32.988000Z,5,h5,33.25,273.25,0.8994214769980565,h4,0.198,0.196,2019-07-16T23:12:32.969000Z
888,888,18093.96704893517,2019-07-16T23:12:33.063000Z,5,h5,32.375,272.375,0.8994214769980565,h4,0.123,0.12,2019-07-16T23:12:33.044500Z
889,889,18093.967072002302,2019-07-16T23:12:34.980000Z,5,h5,31.499999999999996,271.5,0.5651914664671831,h4,0.2,0.196,2019-07-16T23:12:34.962000Z
890,890,18093.967079386563,2019-07-16T23:12:35.619000Z,5,h5,32.375,272.375,0.8741090482728153,h4,0.198,0.195,2019-07-16T23:12:35.600500Z
891,891,18093.967082488416,2019-07-16T23:12:35.887000Z,5,h5,31.499999999999996,271.5,0.7443896677411517,h4,0.198,0.194,2019-07-16T23:12:35.869000Z
892,892,18093.967087511563,2019-07-16T23:12:36.536000Z,5,h5,33.25,273.25,0.6134359607849669,h4,0.123,0.121,2019-07-16T23:12:36.517000Z
893,893,18093.967093958323,2019-07-16T23:12:36.877000Z,5,h5,31.499999999999996,271.5,0.8635712047609377,h4,0.2,0.196,2019-07-16T23:12:36.859000Z
894,894,18093.967093958323,2019-07-16T23:12:37.042000Z,5,h5,32.375,272.375,0.8635712047609377,h4,0.034,0.031,2019-07-16T23:12:37.023500Z
895,895,18093.96711337962,2019-07-16T23:12:38.685000Z,5,h5,31.499999999999996,271.5,0.532158495041026,h4,0.069,0.065,2019-07-16T23:12:38.667000Z
896,896,18093.967828831006,2019-07-16T23:13:40.370000Z,5,h5,35.875,275.875,1.20176563140096,h4,0.2,0.201,2019-07-16T23:13:40.349500Z
897,897,18093.967835763877,2019-07-16T23:13:40.969000Z,5,h5,35.875,275.875,0.4661408646455986,h4,0.2,0.201,2019-07-16T23:13:40.948500Z
898,898,18093.96784216434,2019-07-16T23:13:41.521000Z,5,h5,35.875,275.875,0.5555581714015771,h4,0.2,0.201,2019-07-16T23:13:41.500500Z
899,899,18093.967846550913,2019-07-16T23:13:41.901000Z,5,h5,35.875,275.875,0.5801518892658727,h4,0.2,0.201,2019-07-16T23:13:41.880500Z
900,900,18093.96785162036,2019-07-16T23:13:42.338000Z,5,h5,35.875,275.875,0.9646285752620675,h4,0.2,0.201,2019-07-16T23:13:42.317500Z
901,901,18093.96785620369,2019-07-16T23:13:42.735000Z,5,h5,35.875,275.875,0.6457482713966329,h4,0.2,0.201,2019-07-16T23:13:42.714500Z
902,902,18093.968249062487,2019-07-16T23:14:16.678000Z,5,h5,37.625,277.625,0.5337125031015508,h4,0.2,0.203,2019-07-16T23:14:16.656500Z
903,903,18093.96825390045,2019-07-16T23:14:17.096000Z,5,h5,37.625,277.625,0.5178197875475958,h4,0.2,0.203,2019-07-16T23:14:17.074500Z
904,904,18093.96839287036,2019-07-16T23:14:29.102000Z,5,h5,39.37499999999998,279.375,0.679951295892665,h4,0.2,0.205,2019-07-16T23:14:29.079500Z
905,905,18093.96839747684,2019-07-16T23:14:29.354000Z,5,h5,39.375,279.375,0.716556351046517,h4,0.198,0.203,2019-07-16T23:14:29.331500Z
906,906,18093.968400555543,2019-07-16T23:14:29.767000Z,5,h5,38.49999999999998,278.5,0.8521229801246656,h4,0.2,0.204,2019-07-16T23:14:29.745000Z
907,907,18093.968404641193,2019-07-16T23:14:30.121000Z,5,h5,39.375,279.375,0.6547033736446775,h4,0.198,0.203,2019-07-16T23:14:30.098500Z
908,908,18093.968412048598,2019-07-16T23:14:30.761000Z,5,h5,39.375,279.375,0.6824671517848944,h4,0.198,0.203,2019-07-16T23:14:30.738500Z
909,909,18093.968414849525,2019-07-16T23:14:31.003000Z,5,h5,39.375,279.375,1.1137524201642648,h4,0.198,0.203,2019-07-16T23:14:30.980500Z
910,910,18093.968419456007,2019-07-16T23:14:31.399000Z,5,h5,39.37499999999998,279.375,0.8985463248293597,h4,0.2,0.205,2019-07-16T23:14:31.376500Z
911,911,18093.968424097213,2019-07-16T23:14:31.802000Z,5,h5,39.375,279.375,0.5998861230101753,h4,0.198,0.203,2019-07-16T23:14:31.779500Z
912,912,18093.96843601851,2019-07-16T23:14:32.832000Z,5,h5,39.375,279.375,0.628069210662406,h4,0.198,0.203,2019-07-16T23:14:32.809500Z
913,913,18093.968465763875,2019-07-16T23:14:35.401000Z,5,h5,40.24999999999998,280.25,0.5671071308417648,h4,0.199,0.205,2019-07-16T23:14:35.378000Z
914,914,18093.968965347212,2019-07-16T23:15:18.564000Z,5,h5,43.749999999999986,283.75,0.5074258251245052,h4,0.2,0.21,2019-07-16T23:15:18.539000Z
915,915,18093.9689701736,2019-07-16T23:15:18.982000Z,5,h5,42.874999999999986,282.875,0.6063109028407807,h4,0.199,0.208,2019-07-16T23:15:18.957500Z
916,916,18093.968980115726,2019-07-16T23:15:19.843000Z,5,h5,42.874999999999986,282.875,1.0783438617064847,h4,0.199,0.208,2019-07-16T23:15:19.818500Z
917,917,18093.96898417823,2019-07-16T23:15:20.191000Z,5,h5,41.999999999999986,282.0,1.0884846743584577,h4,0.2,0.208,2019-07-16T23:15:20.167000Z
918,918,18093.968989016194,2019-07-16T23:15:20.611000Z,5,h5,43.749999999999986,283.75,0.5722233776373467,h4,0.198,0.208,2019-07-16T23:15:20.586000Z
919,919,18093.968999988414,2019-07-16T23:15:21.560000Z,5,h5,42.874999999999986,282.875,0.7243257063275264,h4,0.199,0.208,2019-07-16T23:15:21.535500Z
920,920,18093.96901621527,2019-07-16T23:15:22.959000Z,5,h5,41.999999999999986,282.0,0.8439246452622957,h4,0.2,0.208,2019-07-16T23:15:22.935000Z
921,921,18093.96901978008,2019-07-16T23:15:23.267000Z,5,h5,41.999999999999986,282.0,0.27676872837976574,h4,0.2,0.208,2019-07-16T23:15:23.243000Z
922,922,18093.96916376156,2019-07-16T23:15:35.708000Z,5,h5,42.874999999999986,282.875,0.47355530848760097,h4,0.2,0.209,2019-07-16T23:15:35.683500Z
923,923,18093.969795497673,2019-07-16T23:16:30.286000Z,5,h5,48.124999999999986,288.125,0.8682775447430359,h4,0.2,0.215,2019-07-16T23:16:30.258500Z
924,924,18093.969806805544,2019-07-16T23:16:31.268000Z,5,h5,48.124999999999986,288.125,0.4300272148161425,h4,0.198,0.213,2019-07-16T23:16:31.240500Z
925,925,18093.96981105323,2019-07-16T23:16:31.633000Z,5,h5,47.249999999999986,287.25,0.3662402747622773,h4,0.2,0.214,2019-07-16T23:16:31.606000Z
926,926,18093.969813692118,2019-07-16T23:16:31.862000Z,5,h5,46.374999999999986,286.375,0.6905308240240571,h4,0.2,0.213,2019-07-16T23:16:31.835500Z
927,927,18093.969945636563,2019-07-16T23:16:43.263000Z,5,h5,48.999999999999986,289.0,0.7304271780224183,h4,0.198,0.214,2019-07-16T23:16:43.235000Z
928,928,18093.97052388888,2019-07-16T23:17:33.237000Z,5,h5,50.750000000000014,290.75,0.5991619372257376,h4,0.185,0.203,2019-07-16T23:17:33.208000Z
929,929,18093.970527060173,2019-07-16T23:17:33.554000Z,5,h5,52.500000000000014,292.5,0.621302396315312,h4,0.142,0.162,2019-07-16T23:17:33.524000Z
930,930,18093.97055600693,2019-07-16T23:17:35.998000Z,5,h5,52.49999999999999,292.5,0.5033788200242018,h4,0.199,0.219,2019-07-16T23:17:35.968000Z
931,931,18093.970563854156,2019-07-16T23:17:36.865000Z,5,h5,50.75,290.75,0.5373633939859694,h4,0.012,0.03,2019-07-16T23:17:36.836000Z
932,932,18093.970570092584,2019-07-16T23:17:37.216000Z,5,h5,50.749999999999986,290.75,1.3309766211672867,h4,0.2,0.218,2019-07-16T23:17:37.187000Z
933,933,18093.970574143506,2019-07-16T23:17:37.564000Z,5,h5,50.749999999999986,290.75,0.5575789739174002,h4,0.2,0.218,2019-07-16T23:17:37.535000Z
934,934,18093.97057853008,2019-07-16T23:17:37.946000Z,5,h5,52.49999999999999,292.5,0.5643350426304363,h4,0.197,0.217,2019-07-16T23:17:37.916000Z
935,935,18093.970586064806,2019-07-16T23:17:38.594000Z,5,h5,52.49999999999999,292.5,0.5072162088428542,h4,0.2,0.22,2019-07-16T23:17:38.564000Z
936,936,18093.970592974525,2019-07-16T23:17:39.194000Z,5,h5,50.749999999999986,290.75,1.6859755986669356,h4,0.2,0.218,2019-07-16T23:17:39.165000Z
937,937,18093.970596782397,2019-07-16T23:17:39.520000Z,5,h5,52.49999999999999,292.5,1.2813089760880074,h4,0.2,0.22,2019-07-16T23:17:39.490000Z
938,938,18093.970609421285,2019-07-16T23:17:40.612000Z,5,h5,51.624999999999986,291.625,0.4184003023460699,h4,0.2,0.219,2019-07-16T23:17:40.582500Z
939,939,18093.970612546287,2019-07-16T23:17:40.882000Z,5,h5,50.749999999999986,290.75,1.9310173121424272,h4,0.2,0.218,2019-07-16T23:17:40.853000Z
940,940,18093.970612511563,2019-07-16T23:17:40.971000Z,5,h5,50.75,290.75,1.9310173121424272,h4,0.111,0.129,2019-07-16T23:17:40.942000Z
941,941,18093.970617465267,2019-07-16T23:17:41.307000Z,5,h5,52.49999999999999,292.5,0.6524687379860419,h4,0.2,0.22,2019-07-16T23:17:41.277000Z
942,942,18093.97063241897,2019-07-16T23:17:42.602000Z,5,h5,54.24999999999999,294.25,1.0311559562073953,h4,0.198,0.22,2019-07-16T23:17:42.571000Z
943,943,18093.97063832175,2019-07-16T23:17:43.117000Z,5,h5,52.49999999999999,292.5,0.8805105025490818,h4,0.192,0.212,2019-07-16T23:17:43.087000Z
944,944,18093.97064716434,2019-07-16T23:17:43.874000Z,5,h5,50.749999999999986,290.75,0.6598154898574181,h4,0.2,0.218,2019-07-16T23:17:43.845000Z
945,945,18093.970652708325,2019-07-16T23:17:44.354000Z,5,h5,51.624999999999986,291.625,1.0730428148961115,h4,0.2,0.219,2019-07-16T23:17:44.324500Z
946,946,18093.970658692117,2019-07-16T23:17:44.717000Z,5,h5,51.625000000000014,291.625,1.5861336104645603,h4,0.352,0.371,2019-07-16T23:17:44.687500Z
947,947,18093.97065869212,2019-07-16T23:17:44.869000Z,5,h5,51.624999999999986,291.625,1.5861336104645603,h4,0.2,0.219,2019-07-16T23:17:44.839500Z
948,948,18093.970663680546,2019-07-16T23:17:45.301000Z,5,h5,52.49999999999999,292.5,1.3944410105000213,h4,0.2,0.22,2019-07-16T23:17:45.271000Z
949,949,18093.97066880786,2019-07-16T23:17:45.743000Z,5,h5,52.49999999999999,292.5,0.35119839510278356,h4,0.195,0.215,2019-07-16T23:17:45.713000Z
950,950,18093.970677280082,2019-07-16T23:17:46.475000Z,5,h5,51.624999999999986,291.625,0.7068987633220855,h4,0.2,0.219,2019-07-16T23:17:46.445500Z
951,951,18093.97068171295,2019-07-16T23:17:46.858000Z,5,h5,51.624999999999986,291.625,0.951751929619855,h4,0.2,0.219,2019-07-16T23:17:46.828500Z
952,952,18093.970686863413,2019-07-16T23:17:47.304000Z,5,h5,51.624999999999986,291.625,1.501371930103192,h4,0.2,0.219,2019-07-16T23:17:47.274500Z
953,953,18093.970686840268,2019-07-16T23:17:47.421000Z,5,h5,51.624999999999986,291.625,1.501371930103192,h4,0.083,0.102,2019-07-16T23:17:47.391500Z
954,954,18093.9706914236,2019-07-16T23:17:47.699000Z,5,h5,53.37499999999999,293.375,1.0846054303171877,h4,0.198,0.219,2019-07-16T23:17:47.668500Z
955,955,18093.970698310175,2019-07-16T23:17:48.294000Z,5,h5,53.37499999999999,293.375,0.862948486335523,h4,0.198,0.219,2019-07-16T23:17:48.263500Z
956,956,18093.9707011574,2019-07-16T23:17:48.538000Z,5,h5,53.37499999999999,293.375,0.5158620086295567,h4,0.2,0.221,2019-07-16T23:17:48.507500Z
957,957,18093.970707581004,2019-07-16T23:17:49.096000Z,5,h5,51.624999999999986,291.625,0.8528901510703356,h4,0.197,0.216,2019-07-16T23:17:49.066500Z
958,958,18093.970711296286,2019-07-16T23:17:49.414000Z,5,h5,51.624999999999986,291.625,0.8287323643190282,h4,0.2,0.219,2019-07-16T23:17:49.384500Z
959,959,18093.97071465277,2019-07-16T23:17:49.704000Z,5,h5,53.37499999999999,293.375,0.7817052303444851,h4,0.2,0.221,2019-07-16T23:17:49.673500Z
960,960,18093.970714629617,2019-07-16T23:17:49.878000Z,5,h5,51.625,291.625,0.7817052303444851,h4,0.026,0.045,2019-07-16T23:17:49.848500Z
961,961,18093.971004652765,2019-07-16T23:18:14.770000Z,5,h5,50.749999999999986,290.75,0.7687820158094809,h4,0.193,0.211,2019-07-16T23:18:14.741000Z
962,962,18093.971012951377,2019-07-16T23:18:15.485000Z,5,h5,55.12499999999999,295.125,0.3512747012356021,h4,0.191,0.214,2019-07-16T23:18:15.453500Z
963,963,18093.971012916656,2019-07-16T23:18:15.694000Z,5,h5,35.0,275.0,0.293035809193402,h4,0.399,0.399,2019-07-16T23:18:15.674000Z
964,964,18093.9710389236,2019-07-16T23:18:17.724000Z,5,h5,53.37499999999999,293.375,0.9173031919996828,h4,0.198,0.219,2019-07-16T23:18:17.693500Z
965,965,18093.971043090267,2019-07-16T23:18:18.083000Z,5,h5,53.37499999999999,293.375,1.0069276524855473,h4,0.2,0.221,2019-07-16T23:18:18.052500Z
966,966,18093.971183113412,2019-07-16T23:18:30.182000Z,5,h5,54.24999999999999,294.25,0.8775269058295293,h4,0.2,0.222,2019-07-16T23:18:30.151000Z
967,967,18093.971186493043,2019-07-16T23:18:30.472000Z,5,h5,54.24999999999999,294.25,1.1464587127823576,h4,0.2,0.222,2019-07-16T23:18:30.441000Z
968,968,18093.971191412027,2019-07-16T23:18:30.896000Z,5,h5,54.24999999999999,294.25,0.6378989657587452,h4,0.2,0.222,2019-07-16T23:18:30.865000Z
969,969,18093.97119497684,2019-07-16T23:18:31.207000Z,5,h5,54.24999999999999,294.25,1.2537473754100594,h4,0.2,0.222,2019-07-16T23:18:31.176000Z
970,970,18093.971200069434,2019-07-16T23:18:31.647000Z,5,h5,55.99999999999999,296.0,0.45818265291513793,h4,0.199,0.223,2019-07-16T23:18:31.615000Z
971,971,18093.971204814803,2019-07-16T23:18:32.055000Z,5,h5,55.12499999999999,295.125,0.5352739652949733,h4,0.2,0.223,2019-07-16T23:18:32.023500Z
972,972,18093.971209456005,2019-07-16T23:18:32.456000Z,5,h5,54.24999999999999,294.25,0.4270015514620762,h4,0.199,0.221,2019-07-16T23:18:32.425000Z
973,973,18093.97120943286,2019-07-16T23:18:32.661000Z,5,h5,54.24999999999999,294.25,0.8831754887849215,h4,0.2,0.222,2019-07-16T23:18:32.630000Z
974,974,18093.9712223611,2019-07-16T23:18:33.573000Z,5,h5,54.24999999999999,294.25,0.538201109723583,h4,0.198,0.22,2019-07-16T23:18:33.542000Z
975,975,18093.97123978008,2019-07-16T23:18:35.076000Z,5,h5,55.99999999999999,296.0,0.7171832396904028,h4,0.199,0.223,2019-07-16T23:18:35.044000Z
976,976,18093.971641215263,2019-07-16T23:19:09.758000Z,5,h5,57.75,297.75,0.8567642952350181,h4,0.2,0.226,2019-07-16T23:19:09.725000Z
977,977,18093.97164585647,2019-07-16T23:19:10.163000Z,5,h5,56.875,296.875,0.7619697001966255,h4,0.197,0.222,2019-07-16T23:19:10.130500Z
978,978,18093.97230037036,2019-07-16T23:20:06.711000Z,5,h5,60.375,300.375,0.47470982750869106,h4,0.199,0.228,2019-07-16T23:20:06.676500Z
979,979,18093.972312939804,2019-07-16T23:20:07.796000Z,5,h5,61.25,301.25,0.6155649659445385,h4,0.2,0.23,2019-07-16T23:20:07.761000Z
980,980,18093.973102523138,2019-07-16T23:21:16.016000Z,5,h5,65.62499999999997,305.625,0.5517383943814707,h4,0.2,0.235,2019-07-16T23:21:15.978500Z
981,981,18093.973107060174,2019-07-16T23:21:16.408000Z,5,h5,65.62499999999997,305.625,0.9756938108795451,h4,0.2,0.235,2019-07-16T23:21:16.370500Z
982,982,18093.973107037025,2019-07-16T23:21:16.633000Z,5,h5,35.0,275.0,0.4073964758301945,h4,0.399,0.399,2019-07-16T23:21:16.613000Z
983,983,18093.973334317117,2019-07-16T23:21:36.046000Z,5,h5,66.49999999999997,306.5,1.2467990365406743,h4,0.2,0.236,2019-07-16T23:21:36.008000Z
984,984,18093.973341909714,2019-07-16T23:21:36.699000Z,5,h5,67.37499999999997,307.375,0.7021340714195499,h4,0.2,0.237,2019-07-16T23:21:36.660500Z
985,985,18093.973347986102,2019-07-16T23:21:37.239000Z,5,h5,65.625,305.625,0.7190519403293517,h4,0.187,0.222,2019-07-16T23:21:37.201500Z
986,986,18093.9733479861,2019-07-16T23:21:37.325000Z,5,h5,65.625,305.625,0.7190519403293517,h4,0.101,0.136,2019-07-16T23:21:37.287500Z
987,987,18093.973352731467,2019-07-16T23:21:37.635000Z,5,h5,-0.8749999999999858,309.125,0.765746547634098,h6,0.2,0.241,2019-07-16T23:21:37.635500Z
988,988,18093.97336003471,2019-07-16T23:21:38.268000Z,5,h5,65.625,305.625,2.8851437032161042,h4,0.199,0.234,2019-07-16T23:21:38.230500Z
989,989,18093.97336003471,2019-07-16T23:21:38.352000Z,5,h5,65.62499999999999,305.625,2.8851437032161042,h4,0.115,0.15,2019-07-16T23:21:38.314500Z
990,990,18093.97336394675,2019-07-16T23:21:38.603000Z,5,h5,67.37499999999997,307.375,1.5040992971921225,h4,0.2,0.237,2019-07-16T23:21:38.564500Z
991,991,18093.973369305546,2019-07-16T23:21:39.066000Z,5,h5,56.875,296.875,0.4855775924139275,h4,0.2,0.225,2019-07-16T23:21:39.033500Z
992,992,18093.97337224536,2019-07-16T23:21:39.320000Z,5,h5,67.37499999999997,307.375,0.7763241338006837,h4,0.2,0.237,2019-07-16T23:21:39.281500Z
993,993,18093.9733792361,2019-07-16T23:21:39.930000Z,5,h5,62.125,302.125,0.5846618132240601,h4,0.2,0.231,2019-07-16T23:21:39.894500Z
994,994,18093.975845081008,2019-07-16T23:25:12.989000Z,5,h5,9.625,319.625,0.5449409073937834,h6,0.197,0.226,2019-07-16T23:25:12.983500Z
995,995,18093.97584900462,2019-07-16T23:25:13.327000Z,5,h5,11.375000000000004,321.375,0.6217466756141518,h6,0.2,0.227,2019-07-16T23:25:13.320500Z
996,996,18093.975852615727,2019-07-16T23:25:13.639000Z,5,h5,11.375000000000004,321.375,1.597690168501795,h6,0.2,0.227,2019-07-16T23:25:13.632500Z
997,997,18093.97585261573,2019-07-16T23:25:13.716000Z,5,h5,11.375000000000004,321.375,1.597690168501795,h6,0.123,0.15,2019-07-16T23:25:13.709500Z
998,998,18093.97585653934,2019-07-16T23:25:13.978000Z,5,h5,11.375000000000004,321.375,0.8692950148536053,h6,0.2,0.227,2019-07-16T23:25:13.971500Z
999,999,18093.97586417823,2019-07-16T23:25:14.636000Z,5,h5,8.75,318.75,0.7964561813001292,h6,0.199,0.229,2019-07-16T23:25:14.631000Z
1000,1000,18093.97586415508,2019-07-16T23:25:14.762000Z,5,h5,10.49999999999999,320.5,0.7964561813001292,h6,0.073,0.101,2019-07-16T23:25:14.756000Z
1001,1001,18093.976161168972,2019-07-16T23:25:40.308000Z,5,h5,12.250000000000004,322.25,0.7833205126843068,h6,0.191,0.217,2019-07-16T23:25:40.301000Z
1002,1002,18093.976164560172,2019-07-16T23:25:40.594000Z,5,h5,12.250000000000004,322.25,0.763553829134135,h6,0.198,0.224,2019-07-16T23:25:40.587000Z
